"filename", "language", "JSON", "TypeScript", "JavaScript", "Ignore", "JSON with Comments", "Prisma", "MS SQL", "comment", "blank", "total"
"/home/bibek/Projects/Rapid-Room/server/dist/routes/upload.routes.js", "JavaScript", 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"/home/bibek/Projects/Rapid-Room/server/dist/routes/user.routes.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bibek/Projects/Rapid-Room/server/dist/routes/user.routes.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 1, 1, 34
"/home/bibek/Projects/Rapid-Room/server/dist/routes/wishlist.routes.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bibek/Projects/Rapid-Room/server/dist/routes/wishlist.routes.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"/home/bibek/Projects/Rapid-Room/server/dist/utils/ApiError.d.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"/home/bibek/Projects/Rapid-Room/server/dist/utils/ApiError.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"/home/bibek/Projects/Rapid-Room/server/dist/utils/ApiResponse.d.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"/home/bibek/Projects/Rapid-Room/server/dist/utils/ApiResponse.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 1, 16
"/home/bibek/Projects/Rapid-Room/server/dist/utils/Logger.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bibek/Projects/Rapid-Room/server/dist/utils/Logger.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 2, 1, 19
"/home/bibek/Projects/Rapid-Room/server/dist/utils/NodemailerSetup.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bibek/Projects/Rapid-Room/server/dist/utils/NodemailerSetup.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/home/bibek/Projects/Rapid-Room/server/dist/utils/cloudinaryImageHandel.d.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 1, 3
"/home/bibek/Projects/Rapid-Room/server/dist/utils/cloudinaryImageHandel.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 1, 43
"/home/bibek/Projects/Rapid-Room/server/package-lock.json", "JSON", 3637, 0, 0, 0, 0, 0, 0, 0, 1, 3638
"/home/bibek/Projects/Rapid-Room/server/package.json", "JSON", 53, 0, 0, 0, 0, 0, 0, 0, 1, 54
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250117141352_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 87, 22, 30, 139
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250121133508_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 35, 35, 27, 97
"/home/bibek/Projects/Rapid-Room/server/prisma/migrations/20250121161948_payment_added/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 28, 19, 15, 62
